AccountNumber,Balance,AccountType,LinkedCustomerID
GB09PAYN25296630678455,424522.94,Savings,0bce542c-a692-47f3-9992-add75947ffad
GB06EUPB70711796456803,738593.46,Savings,224d6a7b-94cf-4852-9aa3-18f949baf438
GB43EXRD60129505961607,991147.68,Savings,d7b75514-8c8c-4193-b4ca-09c3c8b584b9
GB44PEOW72400357375681,738546.28,Business,25c92743-bd58-4c19-8738-16d4cd4fd3a1
GB21PKLL07946635625401,284033.17,Savings,df8be926-b86b-4439-a893-443146a26eac
GB20FHUB21332139907015,474638.19,Savings,00500334-4188-4cb8-8dfd-0cb7f492ecfa
GB91OYWE61989436436270,106057.88,Business,7956fb15-a02a-4976-a71d-23b965597b38
GB60IUTJ01636051283587,980457.0,Checking,55815a2d-13ca-476c-bc37-82f15c8ff7ff
GB78BNIT42698567392947,651317.84,Checking,6e6df1bb-e8bf-462d-aaf0-22b22ab0ecf4
GB66KDAD79951459717295,987521.06,Savings,d0c29ff6-908d-4123-a2b9-2c44fff17688
GB98RPSW41490125994719,994836.26,Checking,343bb94c-d6ff-4dab-9c0a-5fd8caf82474
GB06BZXA81780987316452,630243.31,Checking,5e1f97c0-c258-4a75-b062-5819883e212c
GB94VTEW21205033114039,832272.87,Business,d321f01b-0db6-437c-bf00-d24198df7d44
GB54NEIM29458334763117,65554.0,Business,6ef7c0f5-08b0-44cc-9455-37eec800a645
GB26QGAK93177825243017,578117.05,Business,2e1fc274-6d54-4ad0-a568-810ca7fc42d3
GB50GECL20770400080266,966558.75,Business,4a46df99-ff61-4b16-a6ab-39e6e309910c
GB14KUZI37970251189540,545454.01,Savings,c5a432ab-3692-4698-a25a-b629ec26f9bc
GB91UYVT86081578715803,844120.86,Checking,554aba5e-5872-4f6b-88bc-cf0102fc9d59
GB12VQVC98400044624155,252431.43,Checking,7a936b93-7286-404a-a552-4da06452c5dd
GB55XGMO56809948625469,840324.25,Savings,ac556ef2-b590-4f57-b8a8-1e088b4bc74d
GB08BFET90067711926082,427915.06,Checking,bcea3beb-35d0-4469-8cae-f585314cfd01
GB06NXTG10616766010774,797258.69,Savings,ff5b89ff-1403-493d-975b-e499bb5d7899
GB18ONQL76310643290993,511453.7,Savings,ebfd31c2-65f4-4b1d-b31d-da56ec8a884c
GB69PHFC73820665778505,480721.34,Business,7f9ffd54-f7c1-4b1c-83b9-55cfaacefbc3
GB73KMCP99519172300933,394811.66,Savings,9f59f567-f452-4e13-b8e8-c4e5f7bd9631
GB83UAFT00631378208294,757531.26,Business,0e57892d-49f4-477e-99f6-a88fe8bd27a9
GB96HQVV11922223482692,598732.4,Savings,1fcaa00e-a51e-45a0-9793-1882aade0bd9
GB72GJJG79703939916564,406254.4,Business,41b30851-4f45-486c-acda-e9668ab75e73
GB90JIFQ94465981663240,279072.27,Checking,cc8e4cfc-18ad-44c5-839c-078206ecd8a8
GB05OWYY86568284847121,930788.36,Business,a21d71ae-304e-4939-8b01-fc4cd168ea43
GB82ETIO27080515733131,469134.92,Checking,15097066-1c03-4720-88c6-186c7315c8fe
GB80DAYW56083586444284,473983.79,Business,38dec776-f117-4c4a-a5b2-a299a140598c
GB20FKEH89152056267527,553279.55,Checking,34f5bf36-3056-404f-a32f-ea27c6bd6fe3
GB16OLIU88305201034137,216224.96,Business,ce740665-8e0f-4268-b162-b73f751a7d3b
GB17XGVM03814361077065,741704.84,Savings,00f9c9f2-4a9d-4d7d-9d2a-ed6d8c379378
GB07PGYZ13178277571281,363688.83,Checking,36fce5c2-666b-4d91-9168-6608653d6e6a
GB37JUTX47156134575198,475111.49,Business,c767581e-09d9-4340-97fc-27250af18d2a
GB78ZQCP27815924898759,797721.58,Business,ad8ef315-ac8d-414e-8162-88d053508ca8
GB81MLSR05756054327689,717473.21,Business,c24a4955-85e8-4090-8644-c4debf08279d
GB29HCXN33238086100795,593986.91,Business,48dc2079-98ef-4180-9915-0ffb2a4daad1
GB85CVXJ50017339389991,450361.59,Checking,5a9bda5f-1017-4762-b9a3-a0fd4aef64a7
GB50WKXO82824130248528,588377.76,Checking,4b78c575-0426-4989-82fd-f68c0232de4b
GB95PACU11295756369391,550652.83,Savings,b6cf8ffd-bbf6-4327-80e4-61102767df4c
GB10TPDG69885862770661,400088.46,Business,512df8f0-5e5f-4534-92dc-10bbac37b116
GB66IYFU04893585710861,432820.35,Checking,a1c647a1-4496-4b10-a06d-db545e944451
GB41GQRC76781588375140,147396.4,Savings,7595792e-f2ab-4697-a354-e2a4732e39eb
GB52PDIF82217156310933,327874.09,Savings,335f9a8d-7c1c-4977-8d3c-688a4c49498b
GB92RLRP59936537657737,413176.79,Business,7802570c-9025-4d99-9e41-5504cb3dd547
GB05XBDK51043347429739,986429.95,Savings,274d040f-9e6f-4dd6-9356-ec801f3ab9b6
GB66PVYF36243847081811,803976.95,Checking,a4679db7-33e2-4df9-8942-e6e706c9f03c
GB24BKCO29952812951358,197604.99,Savings,cb341119-cfb4-412e-bffd-a9d59f4b9169
GB84NHXA02198249648498,201807.02,Business,5cf35750-a2e6-46df-8616-b8a9db3d1493
GB09VNET95963821117991,881579.63,Checking,98b49e61-3fa8-4781-9f7e-842c43018222
GB60EFPQ82634303361702,152356.17,Business,732199c4-a779-44b4-a636-33030f384792
GB02LTUQ64454899732914,565115.25,Checking,af5b8ff1-ce7e-4785-b967-2d12e30f0907
GB88FGPT58297888374230,594291.03,Checking,461d5352-8e37-49eb-af81-0d6d2fc16e48
GB07FSGU38248552946941,683993.27,Checking,e317f3ad-29ce-42c8-8928-6395e7ba5210
GB85SRRF79239201427268,888755.84,Business,b34981e3-b6b5-4bc3-9afc-ed7ed722bec0
GB75YWXH60840226518933,355404.33,Savings,2f2b5416-ff26-47bf-b812-a932a2a202b3
GB56ROOT44876399432875,673135.97,Savings,5dbf5a6d-8bf4-47e9-a733-45a6939f4845
GB28HCYK18343013232175,392124.38,Savings,fc11ad3c-0422-4552-9679-122d1bfa9c9f
GB55GLZU55224420981086,14499.83,Business,71083652-96d8-49de-8b82-3081870f9115
GB85IACL83176724385837,575057.82,Savings,94457ba4-a869-4d02-a578-4e5bc7197cdc
GB68YMRP71844184223719,100835.67,Business,e6b3ece5-cd07-4bb9-8126-ee413dd53fb8
GB37RLDQ33954278952694,655675.14,Savings,f37f98d8-08e6-4075-a27c-538f1e794cd3
GB70BSUM29683324678675,820601.12,Business,075a30a8-5484-452b-95cc-ff04d5daac52
GB04TGLY97937529378146,55034.37,Savings,5b05aab2-471c-41c7-94a9-3012595be854
GB14SPYU09561198553115,624278.97,Savings,46d58470-ca6f-4523-9d5f-2fadb78f5a48
GB06TWGY25535165486542,616159.67,Savings,cd924051-7269-4671-8979-cf70304bfa78
GB83WOGB40829281236019,799724.67,Business,9db86738-1757-4eac-9171-e564a6a0972b
GB97TILQ53265310443472,8974.82,Savings,8c939440-0c0b-4251-bb5b-8b696a76e338
GB55RVRE78059926177493,275245.92,Business,c2ab3c1a-1257-49ff-ae0f-66efbc018aa4
GB40IPRM11493605412762,925483.02,Checking,922c197a-21c3-428d-98ef-85cba9500a80
GB42CRPP37018522533056,336418.46,Savings,eae8d0e1-93c0-4cb7-b6f9-89a3736b87bf
GB52FMFJ95350319430370,132988.62,Savings,14299cef-95b2-45ff-88e4-85b3602158e4
GB18CBJS59319204071918,401111.97,Savings,223da345-564f-4ce8-a94d-5b75de4a0e4d
GB75LJYC19894291679945,251993.49,Checking,91ce511f-ec0e-47a2-ab93-6f9f9718dd61
GB80ZPXK01166347483148,96714.92,Savings,055abe14-cb0e-44cf-992a-7e71317a0bec
GB58EGFE59046109963719,642006.96,Savings,91543e7a-8468-443d-bb54-c3449a7bd5cc
GB13WMBQ02855212003268,179459.31,Savings,b681b350-3ccf-4dee-926a-32ad8a3cf178
GB11DCLP89696288281147,877124.44,Savings,2b6065d8-d69e-49a2-8288-c12212cc35ae
GB03GGSR02947381872941,490038.06,Savings,597a59b9-a1b1-49d5-9b92-333a1f1cd2bc
GB37QQVV98527568283721,33349.29,Business,5ae2560a-daa2-4cc8-bab6-8e0ee324964e
GB13LXXJ15701638974786,860784.3,Business,131ca9c6-e87b-4f33-a7fc-4442dbf8a210
GB06UTKU39062084532593,132963.06,Checking,413a87e5-9f08-4c22-962f-d45f58b3ff7f
GB51AAEC88350411889803,620917.58,Checking,a72c372d-d399-4af7-8230-1965846f813f
GB88ODHN04599234821729,450854.4,Checking,61d828ed-4c03-4b92-af2d-07d5eef9acd7
GB54QTTI01416801772555,204237.59,Business,97e08da2-c43d-4ee0-a716-2b69726c2f8a
GB91EEMX71215141469070,850793.56,Business,f0e23f49-48bb-487a-8455-015784695c33
GB32QFJZ99074147757077,493811.26,Business,36466da0-1aeb-4376-804a-96b3506ea71b
GB35HLBJ30070770913550,843987.27,Savings,53501d60-462c-4c65-bb41-d8a63bfb6371
GB29JJFB21033046586892,200096.91,Checking,303c0aa2-9b4c-44f1-b99a-d447b153970a
GB94XXYO70118540442338,256887.65,Business,927d27da-3c19-4b80-9396-c212755f2b79
GB52AMGF53824314442224,89439.0,Checking,02a75510-dbfd-46d8-b226-3c67e01be425
GB05PQPL51874273054384,841584.38,Business,f249b67c-aa49-4b2a-b681-68b92d897f44
GB62SORM47144909354316,908594.82,Savings,95a397dc-92b0-484e-9267-5e5d90c78d3b
GB86ZNNF89208060421810,121.94,Business,b480f0d5-d5f7-4f49-be56-b1b6372adf8c
GB80WHLH39401105700749,235877.71,Business,5caebca1-9477-4805-a59d-fd33de664093
GB39TBBB14267449603569,977277.84,Savings,c5f0e8e6-c014-48b6-8f1f-245bfa4b77d0
GB82TNEZ60048431348851,927741.56,Business,ee6262b7-a7d6-4699-ab0d-dc2911d1598b
GB43CBHX91285766183652,718083.86,Checking,609a5db6-0262-4199-9e78-0920131e27d6
GB19WMJP84784980960965,274014.82,Checking,7c47135b-7415-45a4-a003-1611450984b7
GB30GVOL77719623409762,3927.11,Checking,bb20ba37-b310-4493-9e85-a9db27d6efc3
GB53WBAA49218091002859,733704.11,Business,1fcd85c9-9a41-484c-8cf3-36a1c49a972c
GB62JNNS77108526454200,313747.26,Checking,a7553b52-83dc-460b-8c07-fbcacdac9def
GB52NPQI53066084936841,671331.25,Business,6a6139ec-f94f-453b-9a21-8d6358402149
GB94KQCU63129969845017,197516.28,Business,90c46cf3-350e-4bee-9e21-6454e48e7c1c
GB32ZNVJ95304174065456,85661.72,Business,337069af-bddf-4b92-857f-8e86fcba2ee1
GB08DTSM88054438904364,693819.84,Checking,4c5ce4f1-ac4f-425f-ad9c-5e51f59b8998
GB85LFTE83016835518950,793694.52,Business,e3577343-ef27-46be-823a-ab00574c8815
GB59YKAH14467104396043,379479.02,Business,fa329741-e299-44c3-aabc-fcb36e0e67c1
GB29LAUZ56306636067369,27573.65,Checking,d1a8c02a-24b1-453f-924e-f50a8a0074bb
GB79DQPV87836318194944,434709.76,Checking,7ea1e3a3-03ba-47d4-8144-463f8bf70215
GB20RSIZ34813236322021,744851.11,Business,3dc9faab-4d26-4ab5-a540-82076b5f86b2
GB74DYOC62638699331990,105203.0,Savings,a122944f-4ae1-4f29-bd76-73fc9de7b9d9
GB03JXGP12317411209386,289700.59,Checking,03ea4469-423d-4eb6-b961-6dd1e264a625
GB73LJPR23369225240948,112536.71,Business,a674206d-102e-40de-895f-b02e00c94aaa
GB09MKXZ05429930179036,898217.24,Business,61b8a76f-a877-4e9e-93bf-dbb0816cfc79
GB56LCBK87130449508162,44297.34,Business,eb4e9ef7-715d-4ef4-bf5d-c5c485bcba17
GB14GQWT82763916648335,32205.33,Checking,13cab060-d67c-4cc4-a7a8-8866131b2e68
GB52YNXP34627785602122,420160.33,Checking,d64691a3-2669-49cb-af3e-7b342c7d39f6
GB72SOOE11734093530305,772447.67,Savings,5e3983ba-19c7-4bd3-886d-467cf4caa638
GB19QFIC01240421462166,147575.55,Savings,b4b477bb-fb80-43de-8022-135fa99a0d68
GB43IKGS00869651518090,899391.02,Savings,94210c2a-314c-4da0-b04a-456fb7fb314a
GB16XHAG07909260765641,373841.09,Checking,8cee8645-b48d-41e5-8ca9-04546cf2abb7
GB45GIPC57642428806104,7853.15,Savings,8f74cee7-5a4f-481b-bc2e-81f4f31ffedd
GB98KHUA41146062944227,346798.33,Checking,bc5ff9b0-eefa-46cf-8154-bbfdbd66a096
GB09YYRC77409087370327,823847.37,Checking,3583a438-cc22-4062-a94d-b287d091b882
GB44IZPR40216458009212,888578.97,Checking,06ac2ab6-94ed-4aca-bb18-19087c225645
GB07SAHJ85787162883552,98279.02,Business,d2f4b39e-ab8c-488d-abf7-4db27229bd11
GB50FFGI47325281061167,798990.31,Business,a83c43bd-5883-4a89-bdbd-c50a59d113d6
GB62VDLL48791068530760,440315.14,Savings,b0f5123d-4fb1-4fd3-aed7-ec241c40c7ac
GB87CSXK73334788129535,463535.57,Checking,a856927a-34e3-4523-bfc8-241a4b26b112
GB05KIOL39916461987318,854773.57,Checking,f55088a2-a8c4-4dbb-97de-15a48805310c
GB58KVEZ57409066089812,613187.43,Savings,7a4c77f9-2e7c-49a7-a3a1-0bc2750eaabc
GB22XWVH75283640526124,946969.26,Savings,81636599-be29-4fba-86c5-b458fda514d0
GB32LIOV49110882096659,942744.03,Checking,5fabcf7c-65c3-462c-9c59-11c0e351f17d
GB64LABC99271398364244,144850.95,Business,55118b5d-655d-4481-b191-38c31b0b678f
GB89SJXO29352858922466,868188.4,Business,ab0f4f6d-98bb-49a2-a953-2c987320102e
GB51FJVV15985377973150,549795.18,Savings,c8e8572b-9a83-4c2a-9a58-0c258121ee0e
GB73RTRI89196944363986,508646.47,Savings,da0bc498-ea32-44bd-8c3c-be1bb8648c78
GB74VCSG03548200149606,713752.72,Savings,85f70af3-fde3-46a6-aac4-6c1b0baed4ea
GB55VVWH96277651728939,264738.05,Savings,b2b3ea71-0d02-4704-ad14-06b945682fe6
GB97WXZM18868868418502,374863.98,Checking,9a798d0c-d0b2-49de-bff2-2acb9a1b1aa3
GB49OSYQ75888661993052,163458.52,Savings,7d04ba89-8efd-4dac-8a3b-7612a6f8b416
GB29WLWX13219419209135,882862.78,Business,fadb5e84-7911-4c96-a311-8278136ede57
GB40BMHZ25869114265804,279336.92,Checking,580ab8d7-81dc-48ab-aa81-2968542f284a
GB87IGJB66980032230606,417965.23,Business,731918c3-25da-41ec-83be-2da28707ad44
GB67PCXC63900870529652,284018.49,Savings,55822b22-cff3-4f6b-b588-eabe823a8f09
GB72UZBU89659445735273,65751.47,Business,8d1599ed-27a0-4a04-8c6c-1b6d42467938
GB40HWMB80644014274299,982592.8,Business,d35c251c-9daa-4a45-9560-67c6d51c7c8c
GB25JAKD52843044885397,833963.02,Savings,d91b6b82-c2fb-4473-99d6-7e073b0c3d54
GB87EFEE90146775097292,822236.32,Checking,0956cb70-43bc-48f0-9fd2-28dc20cbaaec
GB91ESDF29564990522492,581561.09,Checking,f085311b-47c8-4f09-bc27-8a28c56987f2
GB23SNOW40902124713607,811418.91,Savings,e7ea67d4-1a06-4c39-81c9-3c1ffe3f6203
GB66WAIC38949674584516,368302.07,Savings,3402347d-ed00-46fb-93bd-501234d72386
GB75FHQW83408699227957,53528.04,Checking,08e1886c-310a-4f18-a232-057cf20d668c
GB20EMBW49992943431935,789893.65,Business,6763cb4e-67ee-4170-86e6-d4e5319f3f8b
GB26MBWD70131260198456,952742.69,Checking,6632279b-3b71-44b3-844e-bb5b9e0e85e9
GB54ECWX88199739466422,352954.51,Savings,99e8e8f9-a938-4238-9cba-37191172caef
GB39JNOQ93038716623671,642446.26,Checking,b67cbb2e-515b-493a-96a1-5ac7de4d63d2
GB58ABVK43405676834484,413846.9,Savings,17cea00a-3f15-4d34-bb90-f1154b00436d
GB40ZCXD17535847949079,415607.04,Savings,ffccf466-81ad-47b4-b962-4315f79a2927
GB15FRKD76974824846196,998860.14,Business,0a9d61f6-8e06-4ef8-9c1b-5ed4ecf00533
GB71QVMU05522124027513,711802.58,Business,23aeb700-c84c-4ee5-b457-bb6bde352b7b
GB87DWCZ94624451033518,809722.79,Business,cc6b5da4-04e3-43da-b9c2-7622e1ebaca1
GB81YPIC98919636605188,353683.11,Savings,c868c2ec-512b-47bd-9a94-4d46a347b28a
GB39NWDS11255533751111,833209.83,Savings,7887184c-f530-499a-8ce0-e36aa4ad20f3
GB56VNAM93578696062743,473809.07,Savings,cf51f077-a934-4aa2-b723-7bec810334cd
GB71VBYY54462328227306,460623.65,Business,57835a86-fdb1-48f8-9600-ba29e2923374
GB42AWSP42748372829323,880508.77,Business,4cca8256-22ce-4687-afde-b22013bd5178
GB83WRVV42806167945040,465636.22,Business,0aadda91-ca81-46ec-a56c-93e4c92cf75f
GB95ZGGK27756643921272,852899.35,Savings,f549a945-d5f8-4e50-a1c7-a6bd1a472b59
GB53TYBZ21455196349536,781125.44,Savings,42d462b5-1444-4c81-a230-f52981e40b93
GB77EQOA47002458046312,534247.24,Business,8c3916af-a589-4193-9b6c-f67a6e4aff08
GB67PZFF73581725327968,582312.22,Business,94527e1d-0ba4-449c-9ec3-77205110288c
GB40GRFR85247465788119,618954.23,Savings,57937c3a-fe0f-4a7a-864f-3eab9e0aa004
GB31CLFY35591947404037,15718.44,Business,c027425c-0c2d-4764-8ae0-ace06cb7f689
GB80WSBB84132165273752,909770.24,Savings,62ff7af5-873e-4589-a5c1-b52ebf3edbaa
GB10VGCX52658763136183,687869.21,Savings,b8448ccc-1373-41f2-aa96-64f0c30a0c15
GB61KOYE47934520910851,797110.3,Checking,7c761be7-532d-463b-819d-e81783fa3f46
GB27TTFO14458395376117,316783.06,Savings,a49c9629-46e4-4368-bc1a-5f1d135e6b4f
GB36LQUK98430601688833,163605.25,Savings,eedab4ef-3837-4ee0-85c3-e18df961965f
GB65KRVF35349610609478,978659.07,Checking,e4c5df1f-7121-4dd2-80a7-40f84bc9246d
GB35OSHC44056802078873,463414.66,Savings,1c632fef-c218-4484-becc-8e202209a5fc
GB86QJMX36654189746210,208170.07,Checking,2661295c-8ea1-494e-b0a8-0ade06d1c862
GB18KJEI92750017235971,823148.35,Business,be158577-1baf-46aa-ac48-53cca7585597
GB45EXDC21203572976607,593196.97,Business,c208e31a-28c1-4fbf-b224-cee2ced2b46c
GB63EVWM83617027714078,118863.54,Checking,e29dfc5d-e51a-4ad2-ae95-6f4f8aaa130a
GB88POQS36117866404746,56865.25,Savings,7514f07c-4041-4fb9-9f73-4bf9cb7b1629
GB85RIKN68603597991514,682046.18,Checking,fe2adb35-7dd4-43bb-8b22-2f243173f424
GB31JIUV02355503620721,510990.84,Checking,70bc02c2-8d74-49a9-9bf9-e8a899b461a0
GB45IFIM31686575732221,636262.76,Business,64a655f7-4336-4ca2-8aee-950226b4f67f
GB60NLOY85126999266717,258281.66,Business,ad2b359a-43f3-4029-8556-16e169eb5535
GB65NKWZ82701906334153,838672.81,Checking,3e3aa873-3c88-4098-a743-6344951dd6ef
GB71SEYC33555217118438,82423.97,Checking,a1310b37-1330-4af8-94d9-0f011e81ae88
GB77EDYM27805137660921,54715.53,Business,0fcb9709-a3a3-4326-9e76-438371371c16
GB28WWRL38020278096223,1446.47,Checking,7f6aaf23-296b-4586-924e-fa36c8c25d82
GB09WBJI36124525862559,899448.35,Checking,fded8e8f-6a6d-4df0-a8bb-ae7cb9a26bd8
GB34WYOX62185331056109,940724.46,Business,400aca8e-edda-4279-bb4e-b165517b5e48
GB57YIJR36359623517685,991598.27,Savings,c81607b7-1e05-4598-b90e-68a2eb94a741
GB89ROGA63541259886347,26554.74,Savings,93833e95-5e2d-4a6c-93a7-6fe210af3ccd
GB51NKJH93825089942248,648984.7,Savings,275fa0f4-2ed8-414f-938c-0b1c532f2b0f
GB46QAFY22299599055971,709992.96,Business,33f2d69f-1d83-4a3c-842c-11d8b3bdfce7
GB58FKFO78552969228903,770877.91,Business,21755621-302b-4ffb-8551-5284e82ddc8e
GB09RMLR19420462764979,895081.35,Business,3b476490-ae74-437a-9df4-cb11d2140a40
GB50VOVI88963600627507,457221.66,Checking,1e0f9020-3d85-4bef-949e-2cf79bd42be1
GB21KNAY72850673313304,321585.4,Checking,345c2a9b-6177-46c6-9987-d962ab9a5c7c
GB72ESIC75658710517375,245623.04,Savings,e8356c82-1fbd-43c0-82df-62c2ee3b48d0
GB37RAIK25709192320847,6045.13,Checking,9128ba50-0438-452c-9ef9-3106b221905a
GB13UPWV60169029282443,887627.15,Savings,75ddf9a2-04dd-49fd-a155-17e1b991fb83
GB73RXQS62229997022071,69648.06,Savings,be107a49-b09e-4308-81ae-66cf964d76e5
GB43VBYK78506855212015,244257.11,Business,6745bd6b-169d-4c86-8db6-e0c38dcac679
GB20UOLW13002412394406,889270.89,Savings,50ceb478-9e35-4574-907e-ff3f7a34dea1
GB98AXCR21086959750976,9234.97,Business,3f1e1da2-8e57-4833-a61b-2025490c4498
GB87INQG15699176274942,917477.66,Checking,9a3ec282-6c92-4d42-b1c0-42fb4e04dc30
GB90GEPW13713394724687,532141.53,Business,78bda56e-817f-402f-a6fb-dbde18d0b020
GB73JGHF33755477641978,708731.16,Savings,c1c1ea14-5e29-41ce-8065-f021ebec998c
GB12EWKB76623657402744,673386.92,Business,ec2c0802-694a-4131-87b0-7bb3c86ecf98
GB33FFUE02623475089698,969128.56,Checking,b8c2a4df-9cb0-43ee-9b2e-a0c2775dc432
GB48GQGO05105525237522,846443.11,Business,f94c2209-680d-4ce2-9661-be9b32c96050
GB45PVEN37471707046779,959477.4,Checking,5da84d18-bf94-4135-a651-9d7fb9bd4e30
GB47TQJU97290198303478,25041.67,Business,7e4650c9-918a-41e1-9b70-8c00d34fe5fb
GB81WFCM08268248379627,340343.1,Savings,8249bd87-bb4a-401b-b4e9-8548f418c4d7
GB07CEFQ93860520889999,595782.37,Checking,292295d1-9f62-4f7d-a4d4-bdf14d339479
GB66AFAP97197436681846,707178.68,Savings,031c54c7-339b-4877-b11f-5182b9232005
GB65OLPD73670275350446,292989.73,Savings,55358293-e552-4ad5-a509-43fc0e83937a
GB83FSAW78942358237460,733125.5,Checking,d7b6d30a-4c98-415a-86e1-1a24d10cdb1f
GB25FJRA40139423282578,136329.44,Checking,b73a8caa-bb78-4139-b266-256ba6a94010
GB30YWFO70159047153767,431299.25,Savings,f37d124a-7c23-4f87-a5be-8a16b5c34dc4
GB61BJRW68586008144228,2732.92,Business,68a25a60-f069-40d2-9c58-c4acb4b3a1c2
GB04NWUS78358789058214,559929.83,Business,8e0905de-a2cf-4585-9c66-0bd55ec59c19
GB52RBJX72020681080066,487424.3,Business,87d1f1ab-38f8-4b8e-8c91-17eb45d67d2f
GB20BGDA81641913219155,157176.75,Checking,5f7f224b-5b6d-4a4f-93fc-9c95c4ee5607
GB94ZXSP96012548938814,835057.19,Savings,b3da0cd0-373a-4012-8c8f-f173edc99c69
GB86HJRC27977306357328,438191.94,Savings,c6f78e54-1f3f-4931-a0c0-fe3644076269
GB58XJUL29782934701565,59943.92,Checking,47d74c8d-d44c-4c75-acdf-b351ec6df44f
GB03NZCQ97544033220056,982932.44,Checking,b52e3365-1e03-4f55-9669-62a4d8c3f20d
GB52AQBE05794749287630,446309.33,Checking,fdb63532-b4ba-4795-b5c2-4d1754ac625e
GB09WPSH55852893758531,143349.53,Checking,2a0c448c-af9c-4b31-bd0e-4f6e57cade64
GB91IWYW03051296091521,617452.75,Checking,ddd45025-6191-45b3-a8a8-b87cac61fdbc
GB66QTIC57286666393029,36232.27,Business,be35db89-dcec-4a46-b56b-27f8fc203a49
GB76SBJG75214246545532,734274.5,Business,677cfc19-466b-4743-ac9c-c2df22522ba8
GB14OXGA34809263112754,539936.54,Savings,bbf90b0b-f6dd-48a7-9331-31511ffed5cb
GB96OTSF24537889178549,559219.76,Savings,e7d08666-30ee-4aaa-be35-0db5b9650718
GB46LAUY84755783278117,535351.68,Savings,bfac6a9a-b24b-40eb-9b0a-8749b5a56619
GB83CGTV89053045868613,934033.03,Business,8608c217-81fc-44a7-a17f-63dab30c156c
GB74UNTT69572412966780,499117.39,Checking,87e67856-a9a4-476d-8ee8-9492c2748e56
GB54RXYO76890857568245,264231.99,Savings,122e8876-0164-4e99-a02c-8821a0915f62
GB02USCR29915461757986,623702.91,Business,add6c1a1-8323-4ed2-b9fd-98d726abebd7
GB55DOSK55990462659750,515282.29,Checking,6b4f9948-c23e-4d2b-9254-73c3c46b1259
GB47IDUG45322000721793,827621.31,Business,6a4c497b-66e5-4432-bfaf-5a1dad7c585e
GB51QJZS09001288845263,387878.02,Business,d9f88efe-194f-4894-8f9b-9f28d22e62b8
GB66BDDW87163393703417,677081.5,Savings,cf8d6e3f-221d-4565-ae65-80cca210c51e
GB62VQBT24238196955200,99260.33,Checking,f726baa6-5ffe-4532-a7f8-ceab60bfefcc
GB93LGIV02076258196005,261095.27,Savings,fa3d114c-cf44-4089-9282-58dedb40dbc4
GB90YLUS28314433470866,323643.29,Business,40aa7ef0-e4a0-41d8-ac03-8f1afe4087f0
GB83UIZI48945911467451,585819.67,Savings,d88f30b0-89ff-49bd-8e24-1f51c1052537
GB73QRUB35269535041130,187802.62,Checking,7f4520ee-fcc9-4e6d-927c-927eadc352d5
GB49TLGX36715584257842,929270.22,Checking,dd1ba07b-6e5b-4c49-9886-27b4a0070d3f
GB81MODY38631657571059,433387.84,Savings,9aed471e-8e14-4f18-9580-e10640dfcfed
GB04QSXN25120045127187,871989.54,Savings,df76eb9d-3c09-4b13-bfe3-4291268df7d1
GB56LLIK78329719985014,51555.75,Checking,c1012324-07bc-40df-84da-042387f26ed4
GB12FZTZ08451293082090,324581.89,Business,946e5713-c41b-4cd5-9345-6be859f1bbd4
GB68KSAF87812245538227,42148.42,Checking,ef6bfc9f-7b62-4107-95bb-f804a6ed4568
GB53SYZT27213737050178,862743.85,Business,ec308ef2-fd39-4a23-8a19-99223aafadc6
GB42JUVH12870292816081,292792.43,Business,f8901176-7d61-47f6-a48b-08ee28ce5f5e
GB12WWVP63522310024683,697395.14,Checking,2e933b43-a3d9-4f68-a0c3-3a954b4a8846
GB57JEMX04775031331370,386591.07,Business,34621b25-7119-4f45-b1f7-2fa441acb679
GB27FZNX72981768335276,175848.85,Checking,11f86234-8923-4c01-a0ac-3a55e48cc921
GB38KGHJ54499566073528,628806.83,Business,d33758a6-b0f7-42a6-b673-c7d540a88f8f
GB45CROX17091449919674,825817.68,Checking,e04ada17-c9fa-4577-b63d-2451e2365a3d
GB08PWBT01245076984478,55970.1,Business,03b95464-cbe9-4da4-876d-0248c8ef798b
GB27ZMRA04260633836983,422374.42,Checking,2a84ecae-4a36-46fe-8153-2340bc0b5c7a
GB39AXIG18728178410024,226961.02,Savings,da00e8f8-ccf3-4712-85c6-ab845a3ba625
GB05GVII34264801472154,801122.12,Checking,4ff176ee-a346-420f-9006-d5a4fe977536
GB24NLPZ93051813539038,191767.13,Business,2d5241c1-6633-465d-bb83-cfdb1c9e4504
GB42BCGF93892417592783,163743.69,Checking,8e6c87f6-a34c-4964-b798-99c5f8af3551
GB29GPZE09399511002059,172212.95,Checking,1faa6036-04f0-4d4e-8162-6157beafacf4
GB56ZAUZ06970523564197,328798.42,Savings,82403a54-2819-4a1d-b7b2-45925dba5230
GB70AEWO33276786825361,219020.87,Business,909d3409-60d6-4c1b-adcd-0e7c87af6cdc
GB50JHZA89726291257630,505356.94,Checking,71ed0847-b9c2-488b-88c1-d98fecd5f3a1
GB49DDFE60732911016802,920579.38,Savings,375cd985-3b40-421a-950c-26dbd6a92fff
GB43VFFK62925809694654,176120.68,Checking,d9c8d53f-64d0-441c-a451-585393e4f546
GB32RXWO77475216912181,683571.28,Business,f6bca5be-45ef-41cc-9f66-b47ce53a675e
GB27WLWG90529277241323,605404.75,Savings,5bc7cdd4-7511-4566-b81a-23f7cfbf6488
